"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2012-12",98.12101,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-01",98.08726,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-02",98.08652,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-03",98.10477,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-04",98.15495,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-05",98.25772,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-06",98.39491,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-07",98.55673,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-08",98.75312,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-09",98.99145,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-10",99.28785,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-11",99.61582,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2013-12",99.92358,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.1745,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.3336,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.4027,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.4009,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.3476,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.2734,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.2013,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.1503,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.1268,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.1338,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.1465,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.1553,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.1254,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.0462,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-03",99.91321,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-04",99.76351,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-05",99.63473,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-06",99.56633,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-07",99.56071,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-08",99.61022,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-09",99.69814,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-10",99.78774,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-11",99.8601,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2015-12",99.9287,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.97846,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-02",100.0083,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-03",100.0267,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-04",100.0615,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-05",100.1183,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-06",100.1848,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-07",100.2369,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-08",100.2571,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-09",100.2299,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-10",100.1308,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-11",99.96403,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2016-12",99.77002,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-01",99.59553,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-02",99.49516,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-03",99.52115,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-04",99.66179,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-05",99.87631,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.119,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.3569,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.5558,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-09",100.6921,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-10",100.7696,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-11",100.8133,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2017-12",100.8326,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.8299,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.7878,
"SVK","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.7068,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-01",100.1815,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-02",100.3704,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-03",100.5557,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-04",100.6919,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-05",100.7361,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-06",100.6881,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-07",100.5585,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-08",100.3703,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-09",100.1397,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-10",99.89203,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-11",99.65876,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1989-12",99.46598,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-01",99.34168,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-02",99.30775,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-03",99.35484,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-04",99.46047,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-05",99.59277,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-06",99.71712,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-07",99.80482,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-08",99.83511,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-09",99.83379,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-10",99.83759,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-11",99.87773,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1990-12",99.95031,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-01",100.0425,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-02",100.1348,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-03",100.2004,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-04",100.2094,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-05",100.1292,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-06",99.95715,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-07",99.69798,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-08",99.3661,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-09",99.01682,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-10",98.71314,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-11",98.50588,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1991-12",98.40165,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-01",98.39844,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-02",98.48157,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-03",98.60895,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-04",98.73847,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-05",98.83939,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-06",98.91899,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-07",98.99318,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-08",99.08622,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-09",99.20802,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-10",99.36358,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-11",99.55115,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1992-12",99.7445,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-01",99.9131,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-02",100.0358,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-03",100.1072,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-04",100.132,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-05",100.122,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-06",100.0947,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-07",100.0701,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-08",100.0672,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-09",100.0973,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-10",100.1697,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-11",100.289,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1993-12",100.4373,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-01",100.5956,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-02",100.7471,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-03",100.8851,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-04",101.0044,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-05",101.1029,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-06",101.1949,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-07",101.2849,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-08",101.3621,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-09",101.403,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-10",101.381,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-11",101.2769,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1994-12",101.0893,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-01",100.8232,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-02",100.4899,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-03",100.1247,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-04",99.76325,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-05",99.43264,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-06",99.15913,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-07",98.96836,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-08",98.86823,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-09",98.84831,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-10",98.89017,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-11",98.97646,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1995-12",99.10588,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-01",99.27109,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-02",99.45975,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-03",99.65509,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-04",99.8456,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-05",100.019,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-06",100.1661,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-07",100.2817,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-08",100.3641,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-09",100.4372,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-10",100.5222,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-11",100.6357,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1996-12",100.765,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-01",100.8955,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-02",101.0023,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-03",101.0771,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-04",101.1098,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-05",101.0871,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-06",101.0072,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-07",100.8673,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-08",100.6672,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-09",100.4061,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-10",100.0891,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-11",99.73795,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1997-12",99.41429,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-01",99.17356,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-02",99.04559,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-03",98.99677,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-04",98.97177,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-05",98.91449,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-06",98.79021,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-07",98.58416,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-08",98.3128,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-09",98.0358,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-10",97.83183,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-11",97.7505,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1998-12",97.79238,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-01",97.94292,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-02",98.18636,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-03",98.51665,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-04",98.91557,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-05",99.34491,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-06",99.74365,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-07",100.0749,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-08",100.321,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-09",100.4978,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-10",100.6222,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-11",100.7134,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","1999-12",100.7953,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-01",100.8831,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-02",100.9871,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-03",101.1002,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-04",101.2135,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-05",101.3269,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-06",101.4257,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-07",101.4815,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-08",101.4717,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-09",101.4053,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-10",101.3017,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-11",101.1818,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2000-12",101.057,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-01",100.9147,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-02",100.7229,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-03",100.4569,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-04",100.1137,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-05",99.7097,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-06",99.29787,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-07",98.94471,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-08",98.7045,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-09",98.59423,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-10",98.61945,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-11",98.76863,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2001-12",98.9945,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-01",99.24209,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-02",99.45296,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-03",99.59255,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-04",99.64648,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-05",99.61874,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-06",99.53635,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-07",99.42953,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-08",99.31564,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-09",99.19376,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-10",99.0571,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-11",98.9123,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2002-12",98.76412,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-01",98.63148,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-02",98.52281,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-03",98.44492,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-04",98.40364,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-05",98.41142,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-06",98.50822,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-07",98.73607,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-08",99.10629,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-09",99.56125,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-10",100.0162,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-11",100.3952,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2003-12",100.6577,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-01",100.7995,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-02",100.8406,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-03",100.8297,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-04",100.8145,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-05",100.8241,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-06",100.8574,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.8831,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.8677,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.7962,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.6638,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.4746,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.2467,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.006,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-02",99.77551,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-03",99.55034,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-04",99.32622,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.11332,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-06",98.93478,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-07",98.81171,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-08",98.758,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-09",98.77325,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-10",98.85077,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-11",98.99262,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2005-12",99.19006,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-01",99.40803,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-02",99.61194,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-03",99.77552,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-04",99.88607,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-05",99.94712,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-06",99.98738,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-07",100.0478,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-08",100.1465,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-09",100.3013,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-10",100.5128,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-11",100.757,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.0001,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.2369,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.4826,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.7363,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-04",102.001,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-05",102.2559,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-06",102.4918,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-07",102.7064,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-08",102.8949,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-09",103.0673,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-10",103.2018,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-11",103.2727,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2007-12",103.2781,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-01",103.2416,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-02",103.1932,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-03",103.1182,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-04",102.9845,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-05",102.724,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-06",102.2518,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-07",101.4742,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-08",100.5093,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-09",99.40029,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-10",98.26229,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-11",97.28954,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2008-12",96.63335,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-01",96.35611,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-02",96.43845,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-03",96.81737,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-04",97.40713,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-05",98.09644,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-06",98.79945,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-07",99.46492,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-08",100.0681,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-09",100.5923,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-10",101.0214,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-11",101.3427,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2009-12",101.5569,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-01",101.675,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-02",101.7139,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-03",101.6912,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-04",101.6232,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-05",101.5493,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.5117,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.5335,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.6202,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.7522,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.8908,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-11",101.9961,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2010-12",102.0508,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-01",102.0529,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-02",102.0073,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-03",101.9188,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-04",101.7736,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.565,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-06",101.3044,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-07",101.0206,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-08",100.7605,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-09",100.5692,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-10",100.4699,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-11",100.4581,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2011-12",100.5164,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-01",100.6095,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-02",100.7035,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-03",100.7643,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-04",100.7817,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-05",100.7725,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-06",100.7717,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-07",100.7988,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-08",100.8452,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-09",100.8834,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-10",100.8851,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-11",100.8456,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2012-12",100.771,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2013-01",100.662,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2013-02",100.5276,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2013-03",100.379,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2013-04",100.2202,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2013-05",100.0503,
"BRA","CLI","AMPLITUD","LTRENDIDX","M","2013-06",99.87241,
